,mean_fit_time,std_fit_time,mean_score_time,std_score_time,params,split0_test_score,mean_test_score,std_test_score,rank_test_score
0,0.003998279571533203,0.0,0.002000093460083008,0.0,{},0.9375134206570754,0.9375134206570754,0.0,1
