n_features,mean_fit_time,std_fit_time,mean_score_time,std_score_time,params,split0_test_score,mean_test_score,std_test_score,rank_test_score
26,0.00600886344909668,0.0,0.00199127197265625,0.0,{},0.938801803736311,0.938801803736311,0.0,1
25,0.003998279571533203,0.0,0.002000093460083008,0.0,{},0.9375134206570754,0.9375134206570754,0.0,1
24,0.005000114440917969,0.0,0.0010004043579101562,0.0,{},0.9364261168384879,0.9364261168384879,0.0,1
23,0.003999948501586914,0.0,0.0020024776458740234,0.0,{},0.935594675826535,0.935594675826535,0.0,1
22,0.003998756408691406,0.0,0.002000570297241211,0.0,{},0.9357955765514279,0.9357955765514279,0.0,1
21,0.00500035285949707,0.0,0.00099945068359375,0.0,{},0.9353383458646617,0.9353383458646617,0.0,1
20,0.003999948501586914,0.0,0.0019998550415039062,0.0,{},0.9352827348957213,0.9352827348957213,0.0,1
19,0.004999637603759766,0.0,0.0010006427764892578,0.0,{},0.9352548935254894,0.9352548935254894,0.0,1
18,0.003999948501586914,0.0,0.0009996891021728516,0.0,{},0.9352548935254894,0.9352548935254894,0.0,1
17,0.0029993057250976562,0.0,0.0020003318786621094,0.0,{},0.9354283254412398,0.9354283254412398,0.0,1
16,0.0040018558502197266,0.0,0.0009992122650146484,0.0,{},0.935025817555938,0.935025817555938,0.0,1
15,0.003997802734375,0.0,0.0010004043579101562,0.0,{},0.9348246934824693,0.9348246934824693,0.0,1
14,0.0029997825622558594,0.0,0.0010001659393310547,0.0,{},0.9343944934394494,0.9343944934394494,0.0,1
13,0.00400233268737793,0.0,0.0009989738464355469,0.0,{},0.9341935483870968,0.9341935483870968,0.0,1
12,0.0029997825622558594,0.0,0.0009996891021728516,0.0,{},0.9341935483870968,0.9341935483870968,0.0,1
11,0.0030014514923095703,0.0,0.0010004043579101562,0.0,{},0.9331614012465076,0.9331614012465076,0.0,1
10,0.0030002593994140625,0.0,0.0019996166229248047,0.0,{},0.9327315710294434,0.9327315710294434,0.0,1
9,0.003000020980834961,0.0,0.0009999275207519531,0.0,{},0.9323017408123792,0.9323017408123792,0.0,1
8,0.0030002593994140625,0.0,0.0019998550415039062,0.0,{},0.9310122501611864,0.9310122501611864,0.0,1
7,0.002999544143676758,0.0,0.0009996891021728516,0.0,{},0.9310122501611864,0.9310122501611864,0.0,1
6,0.0029997825622558594,0.0,0.0020034313201904297,0.0,{},0.9308122045552213,0.9308122045552213,0.0,1
5,0.0030028820037841797,0.0,0.0009996891021728516,0.0,{},0.9301825993555317,0.9301825993555317,0.0,1
4,0.0019998550415039062,0.0,0.0010008811950683594,0.0,{},0.9301825993555317,0.9301825993555317,0.0,1
3,0.0030019283294677734,0.0,0.0010004043579101562,0.0,{},0.9302125832080739,0.9302125832080739,0.0,1
2,0.0020034313201904297,0.0,0.001999378204345703,0.0,{},0.9189074740630955,0.9189074740630955,0.0,1
1,0.0020029544830322266,0.0,0.0009989738464355469,0.0,{},0.0,0.0,0.0,1
