n_features,mean_fit_time,std_fit_time,mean_score_time,std_score_time,params,split0_test_score,mean_test_score,std_test_score,rank_test_score
26,0.018999338150024414,0.0,0.002000570297241211,0.0,{},0.9382877009995654,0.9382877009995654,0.0,1
25,0.008005619049072266,0.0,0.0019948482513427734,0.0,{},0.9368352507054483,0.9368352507054483,0.0,1
24,0.005000114440917969,0.0,0.002001523971557617,0.0,{},0.9364011287171695,0.9364011287171695,0.0,1
23,0.003998994827270508,0.0,0.0020012855529785156,0.0,{},0.9351269255803861,0.9351269255803861,0.0,1
22,0.005017995834350586,0.0,0.001982450485229492,0.0,{},0.93472131858599,0.93472131858599,0.0,1
21,0.005002737045288086,0.0,0.001995086669921875,0.0,{},0.9349240780911062,0.9349240780911062,0.0,1
20,0.00400090217590332,0.0,0.001998424530029297,0.0,{},0.9346929919722283,0.9346929919722283,0.0,1
19,0.003999948501586914,0.0,0.0020012855529785156,0.0,{},0.9340277777777778,0.9340277777777778,0.0,1
18,0.003999948501586914,0.0,0.002000093460083008,0.0,{},0.9338251247559125,0.9338251247559125,0.0,1
17,0.003999948501586914,0.0,0.0019998550415039062,0.0,{},0.9335649153278333,0.9335649153278333,0.0,1
16,0.004000663757324219,0.0,0.0009999275207519531,0.0,{},0.9329572575395965,0.9329572575395965,0.0,1
15,0.003998994827270508,0.0,0.00099945068359375,0.0,{},0.93235039028621,0.93235039028621,0.0,1
14,0.003998994827270508,0.0,0.0010001659393310547,0.0,{},0.9321482766095817,0.9321482766095817,0.0,1
13,0.003999948501586914,0.0,0.0010001659393310547,0.0,{},0.9319462505418292,0.9319462505418292,0.0,1
12,0.003002643585205078,0.0,0.001997232437133789,0.0,{},0.9319462505418292,0.9319462505418292,0.0,1
11,0.003000497817993164,0.0,0.002001523971557617,0.0,{},0.9319462505418292,0.9319462505418292,0.0,1
10,0.0030012130737304688,0.0,0.001996755599975586,0.0,{},0.9309075157028375,0.9309075157028375,0.0,1
9,0.002997875213623047,0.0,0.0009987354278564453,0.0,{},0.9308775731310943,0.9308775731310943,0.0,1
8,0.002999544143676758,0.0,0.0010001659393310547,0.0,{},0.9306157849089332,0.9306157849089332,0.0,1
7,0.0030002593994140625,0.0,0.0019998550415039062,0.0,{},0.9303838646714379,0.9303838646714379,0.0,1
6,0.0029997825622558594,0.0,0.0009999275207519531,0.0,{},0.9292841648590022,0.9292841648590022,0.0,1
5,0.002999544143676758,0.0,0.0009999275207519531,0.0,{},0.9275488069414317,0.9275488069414317,0.0,1
4,0.0030014514923095703,0.0,0.0009980201721191406,0.0,{},0.9263112267013438,0.9263112267013438,0.0,1
3,0.0030012130737304688,0.0,0.0009984970092773438,0.0,{},0.9261105092091008,0.9261105092091008,0.0,1
2,0.001999378204345703,0.0,0.0020024776458740234,0.0,{},0.9132011089784602,0.9132011089784602,0.0,1
1,0.002000093460083008,0.0,0.0009996891021728516,0.0,{},0.0,0.0,0.0,1
