n_features,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_hidden_layer_sizes,param_learning_rate_init,param_solver,params,split0_test_score,mean_test_score,std_test_score,rank_test_score
26,7.145388126373291,0.0,0.003999948501586914,0.0,10,0.001,sgd,"{'hidden_layer_sizes': 10, 'learning_rate_init': 0.001, 'solver': 'sgd'}",0.8475738396624471,0.8475738396624471,0.0,24
26,3.26440167427063,0.0,0.006049394607543945,0.0,10,0.001,adam,"{'hidden_layer_sizes': 10, 'learning_rate_init': 0.001, 'solver': 'adam'}",0.8848704038577456,0.8848704038577456,0.0,21
26,4.275981426239014,0.0,0.017844200134277344,0.0,10,0.01,sgd,"{'hidden_layer_sizes': 10, 'learning_rate_init': 0.01, 'solver': 'sgd'}",0.8882715513499435,0.8882715513499435,0.0,20
26,2.788644313812256,0.0,0.02094554901123047,0.0,10,0.01,adam,"{'hidden_layer_sizes': 10, 'learning_rate_init': 0.01, 'solver': 'adam'}",0.8923712760461512,0.8923712760461512,0.0,16
26,2.5485610961914062,0.0,0.0,0.0,10,0.1,sgd,"{'hidden_layer_sizes': 10, 'learning_rate_init': 0.1, 'solver': 'sgd'}",0.89520809152711,0.89520809152711,0.0,9
26,3.1802191734313965,0.0,0.0,0.0,10,0.1,adam,"{'hidden_layer_sizes': 10, 'learning_rate_init': 0.1, 'solver': 'adam'}",0.894864706375136,0.894864706375136,0.0,10
26,9.450216293334961,0.0,0.0,0.0,20,0.001,sgd,"{'hidden_layer_sizes': 20, 'learning_rate_init': 0.001, 'solver': 'sgd'}",0.8729675680375619,0.8729675680375619,0.0,23
26,6.208524942398071,0.0,0.0,0.0,20,0.001,adam,"{'hidden_layer_sizes': 20, 'learning_rate_init': 0.001, 'solver': 'adam'}",0.890615557282224,0.890615557282224,0.0,19
26,4.379817008972168,0.0,0.0,0.0,20,0.01,sgd,"{'hidden_layer_sizes': 20, 'learning_rate_init': 0.01, 'solver': 'sgd'}",0.892547954506875,0.892547954506875,0.0,15
26,2.7439217567443848,0.0,0.005625724792480469,0.0,20,0.01,adam,"{'hidden_layer_sizes': 20, 'learning_rate_init': 0.01, 'solver': 'adam'}",0.8944915959394242,0.8944915959394242,0.0,12
26,3.929931640625,0.0,0.008001327514648438,0.0,20,0.1,sgd,"{'hidden_layer_sizes': 20, 'learning_rate_init': 0.1, 'solver': 'sgd'}",0.8961883592656623,0.8961883592656623,0.0,6
26,3.6420493125915527,0.0,0.0,0.0,20,0.1,adam,"{'hidden_layer_sizes': 20, 'learning_rate_init': 0.1, 'solver': 'adam'}",0.8965056010700553,0.8965056010700553,0.0,4
26,7.232602596282959,0.0,0.005060911178588867,0.0,"(10, 10)",0.001,sgd,"{'hidden_layer_sizes': (10, 10), 'learning_rate_init': 0.001, 'solver': 'sgd'}",0.8825127334465195,0.8825127334465195,0.0,22
26,6.7850117683410645,0.0,0.01997995376586914,0.0,"(10, 10)",0.001,adam,"{'hidden_layer_sizes': (10, 10), 'learning_rate_init': 0.001, 'solver': 'adam'}",0.89727568107973,0.89727568107973,0.0,3
