,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_n_neighbors,param_p,params,split0_test_score,mean_test_score,std_test_score,rank_test_score
0,0.028101205825805664,0.0,0.3344461917877197,0.0,5,1,"{'n_neighbors': 5, 'p': 1}",0.858450584844889,0.858450584844889,0.0,9
1,0.012073993682861328,0.0,0.337446928024292,0.0,5,2,"{'n_neighbors': 5, 'p': 2}",0.858450584844889,0.858450584844889,0.0,9
2,0.02710700035095215,0.0,0.3304328918457031,0.0,10,1,"{'n_neighbors': 10, 'p': 1}",0.844569124221969,0.844569124221969,0.0,11
3,0.028111696243286133,0.0,0.3154106140136719,0.0,10,2,"{'n_neighbors': 10, 'p': 2}",0.844569124221969,0.844569124221969,0.0,11
4,0.007073640823364258,0.0,0.34444522857666016,0.0,15,1,"{'n_neighbors': 15, 'p': 1}",0.8755193618082101,0.8755193618082101,0.0,1
5,0.0050771236419677734,0.0,0.34244680404663086,0.0,15,2,"{'n_neighbors': 15, 'p': 2}",0.8755193618082101,0.8755193618082101,0.0,1
6,0.03214430809020996,0.0,0.3415560722351074,0.0,20,1,"{'n_neighbors': 20, 'p': 1}",0.8686902565822574,0.8686902565822574,0.0,5
7,0.031143665313720703,0.0,0.3465559482574463,0.0,20,2,"{'n_neighbors': 20, 'p': 2}",0.8686902565822574,0.8686902565822574,0.0,5
8,0.02914595603942871,0.0,0.3123757839202881,0.0,25,1,"{'n_neighbors': 25, 'p': 1}",0.8755193618082101,0.8755193618082101,0.0,1
9,0.02806854248046875,0.0,0.3475923538208008,0.0,25,2,"{'n_neighbors': 25, 'p': 2}",0.8755193618082101,0.8755193618082101,0.0,1
10,0.027034997940063477,0.0,0.31943607330322266,0.0,30,1,"{'n_neighbors': 30, 'p': 1}",0.8682604272634791,0.8682604272634791,0.0,7
11,0.02806854248046875,0.0,0.3425557613372803,0.0,30,2,"{'n_neighbors': 30, 'p': 2}",0.8682604272634791,0.8682604272634791,0.0,7
