,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_n_neighbors,param_p,params,split0_test_score,mean_test_score,std_test_score,rank_test_score
0,0.33438682556152344,0.0,211.64090061187744,0.0,5,1,"{'n_neighbors': 5, 'p': 1}",0.8122057541412381,0.8122057541412381,0.0,6
1,0.31470584869384766,0.0,214.5495240688324,0.0,5,2,"{'n_neighbors': 5, 'p': 2}",0.8189910979228486,0.8189910979228486,0.0,2
2,0.2706780433654785,0.0,213.1367962360382,0.0,10,1,"{'n_neighbors': 10, 'p': 1}",0.801208127402526,0.801208127402526,0.0,10
3,0.24817180633544922,0.0,194.0383734703064,0.0,10,2,"{'n_neighbors': 10, 'p': 2}",0.8130229174245179,0.8130229174245179,0.0,5
4,0.24624180793762207,0.0,210.48566389083862,0.0,15,1,"{'n_neighbors': 15, 'p': 1}",0.8146121944763082,0.8146121944763082,0.0,4
5,0.24044299125671387,0.0,189.95037722587585,0.0,15,2,"{'n_neighbors': 15, 'p': 2}",0.8215137331096001,0.8215137331096001,0.0,1
6,0.20399761199951172,0.0,215.38848400115967,0.0,20,1,"{'n_neighbors': 20, 'p': 1}",0.8010849909584087,0.8010849909584087,0.0,11
7,0.1679995059967041,0.0,194.52704071998596,0.0,20,2,"{'n_neighbors': 20, 'p': 2}",0.8106839920591951,0.8106839920591951,0.0,8
8,0.23533916473388672,0.0,195.27633810043335,0.0,25,1,"{'n_neighbors': 25, 'p': 1}",0.8062966915688367,0.8062966915688367,0.0,9
9,0.2145233154296875,0.0,192.8203854560852,0.0,25,2,"{'n_neighbors': 25, 'p': 2}",0.8169488520521231,0.8169488520521231,0.0,3
10,0.1966712474822998,0.0,214.30055832862854,0.0,30,1,"{'n_neighbors': 30, 'p': 1}",0.798550067965564,0.798550067965564,0.0,12
11,0.2626640796661377,0.0,192.68276500701904,0.0,30,2,"{'n_neighbors': 30, 'p': 2}",0.8110931028273005,0.8110931028273005,0.0,7
