n_features,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_criterion,param_n_estimators,params,split0_test_score,mean_test_score,std_test_score,rank_test_score
26,0.628917932510376,0.0,0.026186466217041016,0.0,gini,10,"{'criterion': 'gini', 'n_estimators': 10}",0.8790530108080288,0.8790530108080288,0.0,7
26,5.217299699783325,0.0,0.16300010681152344,0.0,gini,100,"{'criterion': 'gini', 'n_estimators': 100}",0.8968227424749163,0.8968227424749163,0.0,3
26,24.415308713912964,0.0,0.837050199508667,0.0,gini,500,"{'criterion': 'gini', 'n_estimators': 500}",0.8974787109701118,0.8974787109701118,0.0,1
26,48.20807600021362,0.0,1.5656120777130127,0.0,gini,1000,"{'criterion': 'gini', 'n_estimators': 1000}",0.8968796929751377,0.8968796929751377,0.0,2
26,0.6420979499816895,0.0,0.02536487579345703,0.0,entropy,10,"{'criterion': 'entropy', 'n_estimators': 10}",0.8787412348212759,0.8787412348212759,0.0,8
26,5.642449378967285,0.0,0.1530015468597412,0.0,entropy,100,"{'criterion': 'entropy', 'n_estimators': 100}",0.8946929238985314,0.8946929238985314,0.0,6
26,26.315940141677856,0.0,0.7523233890533447,0.0,entropy,500,"{'criterion': 'entropy', 'n_estimators': 500}",0.8965804143439553,0.8965804143439553,0.0,5
26,51.40668964385986,0.0,1.4870009422302246,0.0,entropy,1000,"{'criterion': 'entropy', 'n_estimators': 1000}",0.8966033966033966,0.8966033966033966,0.0,4
25,0.6919994354248047,0.0,0.026002883911132812,0.0,gini,10,"{'criterion': 'gini', 'n_estimators': 10}",0.8826443457464982,0.8826443457464982,0.0,8
25,5.8940699100494385,0.0,0.1790010929107666,0.0,gini,100,"{'criterion': 'gini', 'n_estimators': 100}",0.895467469476501,0.895467469476501,0.0,6
25,27.40492033958435,0.0,0.8740007877349854,0.0,gini,500,"{'criterion': 'gini', 'n_estimators': 500}",0.8976391090347877,0.8976391090347877,0.0,4
25,52.781224966049194,0.0,1.5770015716552734,0.0,gini,1000,"{'criterion': 'gini', 'n_estimators': 1000}",0.8980817347789825,0.8980817347789825,0.0,2
25,0.7609968185424805,0.0,0.02300095558166504,0.0,entropy,10,"{'criterion': 'entropy', 'n_estimators': 10}",0.8838951310861424,0.8838951310861424,0.0,7
25,6.369068384170532,0.0,0.1810004711151123,0.0,entropy,100,"{'criterion': 'entropy', 'n_estimators': 100}",0.8968624833110814,0.8968624833110814,0.0,5
25,29.60392165184021,0.0,0.7960019111633301,0.0,entropy,500,"{'criterion': 'entropy', 'n_estimators': 500}",0.8981358189081226,0.8981358189081226,0.0,1
25,56.17722749710083,0.0,1.4716854095458984,0.0,entropy,1000,"{'criterion': 'entropy', 'n_estimators': 1000}",0.897758520123323,0.897758520123323,0.0,3
24,0.6339981555938721,0.0,0.029003620147705078,0.0,gini,10,"{'criterion': 'gini', 'n_estimators': 10}",0.8795139483142221,0.8795139483142221,0.0,7
24,4.733997583389282,0.0,0.17800045013427734,0.0,gini,100,"{'criterion': 'gini', 'n_estimators': 100}",0.8933010761658463,0.8933010761658463,0.0,6
24,21.80203104019165,0.0,0.8440017700195312,0.0,gini,500,"{'criterion': 'gini', 'n_estimators': 500}",0.8957136912193092,0.8957136912193092,0.0,2
24,42.85529828071594,0.0,1.6550006866455078,0.0,gini,1000,"{'criterion': 'gini', 'n_estimators': 1000}",0.8955,0.8955,0.0,3
