n_features,mean_fit_time,std_fit_time,mean_score_time,std_score_time,params,split0_test_score,mean_test_score,std_test_score,rank_test_score
26,0.01299905776977539,0.0,0.003000497817993164,0.0,{},0.8543187889581478,0.8543187889581478,0.0,1
25,0.013999223709106445,0.0,0.003003835678100586,0.0,{},0.8537865978464002,0.8537865978464002,0.0,1
24,0.012999296188354492,0.0,0.003001689910888672,0.0,{},0.8536086143988608,0.8536086143988608,0.0,1
23,0.01144266128540039,0.0,0.003999471664428711,0.0,{},0.8531505873976504,0.8531505873976504,0.0,1
22,0.010997533798217773,0.0,0.003298521041870117,0.0,{},0.8529725881096475,0.8529725881096475,0.0,1
21,0.011000394821166992,0.0,0.003000020980834961,0.0,{},0.8527421652421652,0.8527421652421652,0.0,1
20,0.01151275634765625,0.0,0.003000974655151367,0.0,{},0.8529725881096475,0.8529725881096475,0.0,1
19,0.00999760627746582,0.0,0.004001617431640625,0.0,{},0.8527683816984156,0.8527683816984156,0.0,1
18,0.006038665771484375,0.0,0.0,0.0,{},0.8516737891737892,0.8516737891737892,0.0,1
17,0.009001970291137695,0.0,0.003999233245849609,0.0,{},0.8510107756701398,0.8510107756701398,0.0,1
16,0.009998321533203125,0.0,0.0029997825622558594,0.0,{},0.85065455516965,0.85065455516965,0.0,1
15,0.009001016616821289,0.0,0.0029990673065185547,0.0,{},0.85029833466916,0.85029833466916,0.0,1
14,0.009000062942504883,0.0,0.003000020980834961,0.0,{},0.8500668151447661,0.8500668151447661,0.0,1
13,0.008011817932128906,0.0,0.004008769989013672,0.0,{},0.8500400962309542,0.8500400962309542,0.0,1
12,0.007999658584594727,0.0,0.003000020980834961,0.0,{},0.8496568933250156,0.8496568933250156,0.0,1
11,0.009001970291137695,0.0,0.002996206283569336,0.0,{},0.8489439443899832,0.8489439443899832,0.0,1
10,0.006998538970947266,0.0,0.0029997825622558594,0.0,{},0.8483065953654189,0.8483065953654189,0.0,1
9,0.006999492645263672,0.0,0.0019998550415039062,0.0,{},0.8471343256974775,0.8471343256974775,0.0,1
8,0.00699925422668457,0.0,0.003000020980834961,0.0,{},0.8470860809124933,0.8470860809124933,0.0,1
7,0.006998538970947266,0.0,0.003000020980834961,0.0,{},0.8465995186736786,0.8465995186736786,0.0,1
6,0.00599980354309082,0.0,0.0029990673065185547,0.0,{},0.8465721672461443,0.8465721672461443,0.0,1
5,0.006000041961669922,0.0,0.003000497817993164,0.0,{},0.8456256131276196,0.8456256131276196,0.0,1
4,0.005000114440917969,0.0,0.003001689910888672,0.0,{},0.8449121555337555,0.8449121555337555,0.0,1
3,0.006000995635986328,0.0,0.002996206283569336,0.0,{},0.8451181453410611,0.8451181453410611,0.0,1
2,0.0060002803802490234,0.0,0.0030002593994140625,0.0,{},0.8581718401646372,0.8581718401646372,0.0,1
1,0.005008697509765625,0.0,0.0019998550415039062,0.0,{},0.0,0.0,0.0,1
